id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
10642,LOETSCHER Lisa,LOETSCHER L,Lisa LOETSCHER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/07/2000,,,MEGGEN,Switzerland,"English, German",LOETSCHER,Lisa,
10643,MAMIE Lisa,MAMIE L,Lisa MAMIE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/10/1998,ZURICH,Switzerland,ZURICH,Switzerland,"English, French, German, Italian",MAMIE,Lisa,CH
10644,MARQUART Simon,MARQUART S,Simon M. MARQUART,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/11/1996,ZURICH,Switzerland,WINTERTHUR,Switzerland,"English, German",MARQUART,Simon,CH
10645,MARX Alena,MARX A,Alena MARX,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,21/12/2000,BERN,Switzerland,BERN,Switzerland,"English, French, German",MARX,Alena,CH
10646,MERMOD Yves,MERMOD Y,Yves MERMOD,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/12/1996,THUN,Switzerland,BERN,Switzerland,"English, French",MERMOD,Yves,CH
10647,METRAUX Morgane,METRAUX M,Morgane METRAUX,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/03/1997,LAUSANNE,Switzerland,"LAKE NONA, FL",United States,"English, French, German",METRAUX,Morgane,CH
10648,MINDER Nadja,MINDER N,Nadja MINDER,Female,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/02/2000,HORBEN,Switzerland,ILLNAU,Switzerland,"German, Swiss German",MINDER,Nadja,CH
10649,MITYUKOV Roman,MITYUKOV R,Roman MITYUKOV,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/07/2000,,,GENEVA,Switzerland,"English, French",MITYUKOV,Roman,
10650,MOSER Angelica,MOSER A,Angelica MOSER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/10/1997,"PLANO, TX",United States,ANDELFINGEN,Switzerland,"English, French, German",MOSER,Angelica,US
10651,MUMENTHALER Timothe,MUMENTHALER T,Timothe MUMENTHALER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/12/2002,GENEVA,Switzerland,LAUSANNE,Switzerland,"English, French",MUMENTHALER,Timothe,CH
10652,NDIAYE Binta,NDIAYE B,Binta NDIAYE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,04/10/2004,"LAUSANNE, VAUD",Switzerland,"LE MONT-SUR-LAUSANNE, VAUD",Switzerland,"English, French, German",NDIAYE,Binta,CH
10653,NIEDERBERGER Julia,NIEDERBERGER J,Julia NIEDERBERGER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/01/2000,,,BUOCHS,Switzerland,German,NIEDERBERGER,Julia,
10654,PELLAUD Rachel,PELLAUD R,Rachel PELLAUD,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/03/1995,,Mauritius,BIEL/BIENNE,Switzerland,"English, French",PELLAUD,Rachel,MU
10655,PETRUCCIANI Ricky,PETRUCCIANI R,Ricky PETRUCCIANI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/06/2000,LOCARNO,Switzerland,LOCARNO,Switzerland,"German, Italian",PETRUCCIANI,Ricky,CH
10656,POINTET Leonie,POINTET L,Leonie POINTET,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/02/2001,,,JONGNY,Switzerland,French,POINTET,Leonie,
10657,PONTI Noe,PONTI N,Noe PONTI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/06/2001,LOCARNO,Switzerland,QUARTINO,Switzerland,"English, French, German, Italian",PONTI,Noe,CH
10658,RAESS Jonas,RAESS J,Jonas RAESS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/03/1994,,,ZURICH,Switzerland,"English, German",RAESS,Jonas,
10659,REAIS William,REAIS W,William REAIS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,04/05/1999,CHUR,Switzerland,CHUR,Switzerland,English,REAIS,William,CH
10660,ROEOESLI Roman,ROEOESLI R,Roman ROEOESLI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/09/1993,NEUENKIRCH,Switzerland,LUCERNE,Switzerland,"English, German",ROEOESLI,Roman,CH
10661,ROSAMILIA Valentina,ROSAMILIA V,Valentina ROSAMILIA,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/01/2003,AARAU,Switzerland,,Switzerland,"English, German",ROSAMILIA,Valentina,CH
10662,ROTH Tim,ROTH T,Tim ROTH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/09/2001,DUISBURG,Switzerland,BERIKON,Switzerland,"English, German",ROTH,Tim,CH
10663,RUEEGG Noemi,RUEEGG N,Noemi RUEEGG,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/04/2001,SCHOEFFLISDORF,Switzerland,,,"English, French, German",RUEEGG,Noemi,CH
10664,OCHONOGOR Prestina Oluchi,OCHONOGOR PO,Prestina Oluchi OCHONOGOR,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,03/07/2006,,,BENIN CITY,Nigeria,English,OCHONOGOR,Prestina Oluchi,
10665,SCHNEITER Sebastien,SCHNEITER S,Sebastien SCHNEITER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,24/09/1995,MARTIGNY,Switzerland,GENEVA,Switzerland,"English, French",SCHNEITER,Sebastien,CH
10666,BEKELE Helen,BEKELE H,Helen BEKELE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,21/11/1994,,Ethiopia,GENEVA,Switzerland,French,BEKELE,Helen,ET
10667,SCHAR Cathia,SCHAR C,Cathia SCHAR,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,20/10/2001,MOUDON,Switzerland,MEZIERES,Switzerland,"English, German",SCHAR,Cathia,CH
10668,SCHAETZLE Kai,SCHAETZLE K,Kai SCHAETZLE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/09/2000,,,LUCERNE,Switzerland,"English, French, German",SCHAETZLE,Kai,
10669,SCHAEUBLE Jan,SCHAEUBLE J,Jan SCHAEUBLE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,29/12/1999,,Switzerland,ZURICH,Switzerland,"English, German",SCHAEUBLE,Jan,CH
10670,SCHLUMPF Fabienne,SCHLUMPF F,Fabienne SCHLUMPF,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/11/1990,WETZIKON,Switzerland,ZURICH,Switzerland,German,SCHLUMPF,Fabienne,CH
10671,SCHMITZ Edouard,SCHMITZ E,Edouard SCHMITZ,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/08/1999,ZURICH,Switzerland,ZURICH,Switzerland,"French, German",SCHMITZ,Edouard,CH
10672,SCHUERCH Joel,SCHUERCH J,Joel SCHUERCH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/09/1994,,,SCHENKON,Switzerland,"English, French, German",SCHUERCH,Joel,
10673,SCHURTER Nino,SCHURTER N,Nino SCHURTER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,13/05/1986,TERSNAUS,Switzerland,CHUR,Switzerland,"English, German, Romansh",SCHURTER,Nino,CH
10674,SCHWEIZER Fabienne,SCHWEIZER F,Fabienne SCHWEIZER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/08/1997,,,LUCERNE,Switzerland,"English, German",SCHWEIZER,Fabienne,
10675,SCHWIZER Pius,SCHWIZER P,Pius SCHWIZER,Male,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,13/08/1962,OENSINGEN,Switzerland,OENSINGEN,Switzerland,"English, French, German",SCHWIZER,Pius,CH
10676,SEIFERT Noe,SEIFERT N,Noe SEIFERT,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,29/10/1998,ZOFINGEN,Switzerland,AARGAU,Switzerland,"English, French, German",SEIFERT,Noe,CH
10677,SEITZ Aline,SEITZ A,Aline SEITZ,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/02/1997,AARGAU,Switzerland,AARGAU,Switzerland,"English, German",SEITZ,Aline,CH
10678,SENN Giulia,SENN G,Giulia SENN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/12/2001,,,ZURICH,Switzerland,German,SENN,Giulia,
10679,SERHANI Taha,SERHANI T,Taha SERHANI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/05/1995,ZURICH,Switzerland,ZURICH,Switzerland,"English, German",SERHANI,Taha,CH
10680,SIEGENTHALER Maja,SIEGENTHALER M,Maja SIEGENTHALER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/11/1992,BERN,Switzerland,,,"English, French, German",SIEGENTHALER,Maja,CH
10681,SOLARI Jason,SOLARI J,Jason SOLARI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/01/2000,SORENGO,Switzerland,MALVEGLIA,Switzerland,Italian,SOLARI,Jason,CH
10682,SPITZ Lionel,SPITZ L,Lionel SPITZ,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/01/2001,ADLISWIL,Switzerland,,,German,SPITZ,Lionel,CH
10683,STADELMANN Jenjira,STADELMANN J,Jenjira STADELMANN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,20/11/1999,CHIANG-MAI,Thailand,BERN,Switzerland,"English, German, Thai",STADELMANN,Jenjira,TH
10684,STEINER Filib,STEINER F,Filib STEINER,Male,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,16/04/2004,,,,,,STEINER,Filib,
10685,STOCKLIN Pascale,STOCKLIN P,Pascale STOCKLIN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,05/02/1997,BASEL,Switzerland,MAGGLINGEN,Switzerland,"English, German",STOCKLIN,Pascale,CH
10686,STUDER Max,STUDER M,Max STUDER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,16/01/1996,KESTENHOLZ,Switzerland,KESTENHOLZ,Switzerland,"English, German",STUDER,Max,CH
10687,STUMP Nils,STUMP N,Nils STUMP,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/04/1997,WATTWIL,Switzerland,WINDISCH,Switzerland,"English, French, German",STUMP,Nils,CH
10688,SUTER Andrina,SUTER A,Andrina SUTER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/06/1992,SCHAFFHAUSEN,Switzerland,THAYNGEN,Switzerland,German,SUTER,Andrina,CH
10689,SVENSSON Felix,SVENSSON F,Felix SVENSSON,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/08/1997,GOETEBORG,Sweden,,,,SVENSSON,Felix,SE
10690,VALENZUELA Albane,VALENZUELA A,Albane VALENZUELA,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/12/1997,"NEW YORK, NY",United States,"IRVING, TX",United States,"English, French, German, Spanish",VALENZUELA,Albane,US
10691,VERGE-DEPRE Zoe,VERGE-DEPRE Z,Zoe VERGE-DEPRE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/02/1998,BERN,Switzerland,BERN,Germany,"English, French, German",VERGE-DEPRE,Zoe,CH
10692,VOGEL Alex,VOGEL A,Alex VOGEL,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/07/1999,FRAUENFELD,Switzerland,THURGAU,Switzerland,"English, German",VOGEL,Alex,CH
10693,VOGG Felix,VOGG F,Felix VOGG,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/06/1990,WAIBLINGEN,Germany,UBERLINGEN,Germany,"English, German",VOGG,Felix,DE
10694,WALKER Pascale,WALKER P,Pascale WALKER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/06/1995,,,ZURICH,Switzerland,"English, German",WALKER,Pascale,
10695,WAWRINKA Stan,WAWRINKA S,Stan WAWRINKA,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,28/03/1985,LAUSANNE,Switzerland,,,"English, French, Spanish",WAWRINKA,Stan,CH
10696,WERNLI Lena,WERNLI L,Lena WERNLI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,05/02/2001,,,,,,WERNLI,Lena,
10697,WERRO Audrey,WERRO A,Audrey WERRO,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/03/2004,FRIBOURG,Switzerland,FRIBOURG,Switzerland,French,WERRO,Audrey,CH
10698,WESTERMANN Simon,WESTERMANN S,Simon WESTERMANN,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/06/1998,BAD SODEN,Germany,WINTERTHUR,Switzerland,,WESTERMANN,Simon,DE
10699,ZANETTI Linda,ZANETTI L,Linda ZANETTI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/03/2002,CAMIGNOLO,Switzerland,LUGANO,Switzerland,Italian,ZANETTI,Linda,CH
10700,JOHNSON-THOMPSON Katarina,JOHNSON-THOMPSON K,Katarina JOHNSON-THOMPSON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,09/01/1993,LIVERPOOL,Great Britain,LIVERPOOL,Great Britain,"English, French",JOHNSON-THOMPSON,Katarina,GB
10701,KIPLANGAT Victor,KIPLANGAT V,Victor KIPLANGAT,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,10/11/1999,KWEEN DISTRICT,Uganda,KAPCHORWA,Uganda,English,KIPLANGAT,Victor,UG
10702,WILLIAMS Stephen,WILLIAMS S,Stephen WILLIAMS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,09/06/1996,ABERYSTWYTH,Great Britain,,,English,WILLIAMS,Stephen,GB
10703,NANYONDO Winnie,NANYONDO W,Winnie NANYONDO,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,23/08/1993,MULAGO,Uganda,KAMPALA,Uganda,"English, Luganda",NANYONDO,Winnie,UG
10704,UCHEIBE Christy,UCHEIBE C,Christy UCHEIBE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,25/12/2000,KANO,Nigeria,,Portugal,"English, Igbo, Nigerian Pidgin",UCHEIBE,Christy,NG
10705,CORCORAN Michaela,CORCORAN M,Michaela CORCORAN,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,07/08/2002,"HOUSTON, TX",United States,,,English,CORCORAN,Michaela,US
10706,OBIENA Ernest John,OBIENA EJ,Ernest John OBIENA,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,17/11/1995,MANILA,Philippines,MANILA,Philippines,"English, Filipino",OBIENA,Ernest John,PH
10707,FAY Brian,FAY B,Brian FAY,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,09/11/1998,DUBLIN,Ireland,DUBLIN,Ireland,English,FAY,Brian,IE
10708,GANIRA Belly-Cresus,GANIRA BC,Belly-Cresus GANIRA,Male,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,25/03/2000,,,ANTIBES,France,French,GANIRA,Belly-Cresus,
10709,SALEH Aliaa,SALEH A,Aliaa SALEH,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,04/08/2004,CAIRO,Egypt,CAIRO,Egypt,"Arabic, English",SALEH,Aliaa,EG
10710,SOBEIH Amina,SOBEIH A,Amina SOBEIH,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,18/08/2006,CAIRO,Egypt,CAIRO,Egypt,Arabic,SOBEIH,Amina,EG
10711,RAMADAN Abeer,RAMADAN A,Abeer RAMADAN,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,31/07/2007,CAIRO,Egypt,CAIRO,Egypt,Arabic,RAMADAN,Abeer,EG
10712,LOMANI Kolora,LOMANI K,Kolora LOMANI,Female,Athlete,FIJ,Fiji,Fiji,Fiji,Fiji,FIJ,22/07/1999,LAUTOKA,Fiji,PORIRUA,New Zealand,English,LOMANI,Kolora,FJ
10713,PAGDANGANAN Bianca,PAGDANGANAN B,Bianca PAGDANGANAN,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,28/10/1997,QUEZON,Philippines,"APOPKA, FL",United States,"English, Filipino",PAGDANGANAN,Bianca,PH
10714,WHITEBOOI Geronay,WHITEBOOI G,Geronay WHITEBOOI,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,02/01/1996,PORT ELIZABETH,South Africa,PORT ELIZABETH,South Africa,"Afrikaans, English",WHITEBOOI,Geronay,ZA
10715,ALMUDHAF Khaled,ALMUDHAF K,Khaled ALMUDHAF,Male,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,12/06/1978,KUWAIT CITY,Kuwait,KUWAIT CITY,Kuwait,"Arabic, English",ALMUDHAF,Khaled,KW
10716,UWIHOREYE Tufaha,UWIHOREYE T,Tufaha UWIHOREYE,Female,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,01/01/1996,,,KIGALI,Rwanda,English,UWIHOREYE,Tufaha,
10717,IVANCHENKO Alena,IVANCHENKO A,Alena IVANCHENKO,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,16/11/2003,,,,,Russian,IVANCHENKO,Alena,
10718,SYRITSA Gleb,SYRITSA G,Gleb SYRITSA,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,14/04/2000,,,,,Russian,SYRITSA,Gleb,
10719,KOROVASHKOV Alexey,KOROVASHKOV A,Alexey KOROVASHKOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,01/04/1992,STEPNOHIRSK,Ukraine,VLADIVOSTOK,Russian Federation,"English, Russian",KOROVASHKOV,Alexey,UA
10720,PETROV Zakhar,PETROV Z,Zakhar PETROV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,13/05/2002,LASHMA,Russian Federation,RYAZAN,Russian Federation,Russian,PETROV,Zakhar,RU
10721,ROMASENKO Olesia,ROMASENKO O,Olesia ROMASENKO,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,12/01/1990,KRASNODAR,Russian Federation,KRASNODAR,Russian Federation,Russian,ROMASENKO,Olesia,RU
10722,MAHER Ben,MAHER B,Ben MAHER,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,30/01/1983,ENFIELD,Great Britain,BISHOP'S STORTFORD,Great Britain,English,MAHER,Ben,GB
10723,CESARINI Giorgia,CESARINI G,Giorgia CESARINI,Female,Athlete,SMR,San Marino,San Marino,San Marino,San Marino,SMR,12/08/2002,,,,,Italian,CESARINI,Giorgia,
10724,NAJAFOV Yashar,NAJAFOV Y,Yashar NAJAFOV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,09/06/1999,ARXANGELSK,Azerbaijan,BAKU,Azerbaijan,"Azerbaijan, English",NAJAFOV,Yashar,AZ
10725,VESNINA Elena,VESNINA E,Elena VESNINA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,01/08/1986,LVIV,Ukraine,MOSCOW,Russian Federation,"English, Russian",VESNINA,Elena,UA
10726,KOTOV Pavel,KOTOV P,Pavel KOTOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,18/11/1998,MOSCOW,Russian Federation,,,"English, Russian",KOTOV,Pavel,RU
10727,SAFIULLIN Roman,SAFIULLIN R,Roman SAFIULLIN,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,07/08/1997,PODOLSK,Russian Federation,,,"English, Russian",SAFIULLIN,Roman,RU
10728,ALEXANDROVA Ekaterina,ALEXANDROVA E,Ekaterina ALEXANDROVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,15/11/1994,CHELYABINSK,Russian Federation,PRAGUE,Czechia,"Czech, English, Russian",ALEXANDROVA,Ekaterina,RU
10729,SHNAIDER Diana,SHNAIDER D,Diana SHNAIDER,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,02/04/2004,MOSCOW,Russian Federation,,,"English, Russian",SHNAIDER,Diana,RU
10730,ANDREEVA Mirra,ANDREEVA M,Mirra ANDREEVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,29/04/2007,KRASNOYARSK,Russian Federation,CANNES,France,"English, Russian",ANDREEVA,Mirra,RU
10731,MEDVEDEV Daniil,MEDVEDEV D,Daniil MEDVEDEV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,11/02/1996,MOSCOW,Russian Federation,MONTE CARLO,Monaco,"English, French, Russian",MEDVEDEV,Daniil,RU
10732,MARCIAL Eumir Felix,MARCIAL EF,Eumir Felix MARCIAL,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,29/10/1995,ZAMBOANGA,Philippines,ZAMBOANGA,Philippines,"English, Filipino",MARCIAL,Eumir Felix,PH
10733,VILLEGAS Aira,VILLEGAS A,Aira VILLEGAS,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,01/08/1995,TACLOBAN CITY,Philippines,TACLOBAN CITY,Philippines,"English, Filipino",VILLEGAS,Aira,PH
10734,PAALAM Carlo,PAALAM C,Carlo PAALAM,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,16/07/1998,CAGAYAN DE ORO,Philippines,CAGAYAN DE ORO,Philippines,"English, Filipino",PAALAM,Carlo,PH
10735,PETECIO Nesthy,PETECIO N,Nesthy PETECIO,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,11/04/1992,DAVAO,Philippines,BAGUIO,Philippines,"English, Filipino",PETECIO,Nesthy,PH
10736,BACYADAN Hergie,BACYADAN H,Hergie BACYADAN,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,04/11/1994,,Philippines,,Philippines,"English, Filipino",BACYADAN,Hergie,PH
10737,SHRESTHA PRADHAN Manita,SHRESTHA PRADHAN M,Manita SHRESTHA PRADHAN,Female,Athlete,NEP,Nepal,Nepal,Nepal,Nepal,NEP,01/06/1999,PANCHTHAR,Nepal,KATHMANDU,Nepal,Nepali,SHRESTHA PRADHAN,Manita,NP
10738,CHACON Mariandree,CHACON M,Mariandree CHACON,Female,Athlete,GUA,Guatemala,Guatemala,Guatemala,Guatemala,GUA,06/11/2004,HUITE,Guatemala,"JACKSONVILLE, FL",United States,"English, Spanish",CHACON,Mariandree,GT
10739,JAMES-KING Malik,JAMES-KING M,Malik JAMES-KING,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,28/06/1999,,Jamaica,KINGSTON,Jamaica,English,JAMES-KING,Malik,JM
10740,KIM Mi Rae,KIM MR,KIM Mi Rae,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,07/04/2001,,,,DPR Korea,,KIM,Mi Rae,
10741,JO Jin Mi,JO JM,JO Jin Mi,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,15/11/2004,,DPR Korea,,DPR Korea,Korean,JO,Jin Mi,
10742,IM Yong Myong,IM YM,IM Yong Myong,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,05/01/2002,,,,,Korean,IM,Yong Myong,
10743,HAN Il Ryong,HAN IR,HAN Il Ryong,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,29/04/2000,,DPR Korea,,DPR Korea,Korean,HAN,Il Ryong,
10744,PANG Cholmi,PANG C,PANG Cholmi,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,26/08/1994,CHONGJU,DPR Korea,CHONGJU,DPR Korea,Korean,PANG,Cholmi,
10745,WON Ungyong,WON U,WON Ungyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,09/12/2000,,DPR Korea,,DPR Korea,Korean,WON,Ungyong,
10746,AN Chang Ok,AN CO,AN Chang Ok,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,23/04/2003,PYONGYANG,DPR Korea,,DPR Korea,,AN,Chang Ok,
10747,MUN Song Hui,MUN SH,MUN Song Hui,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,09/01/2002,,DPR Korea,,DPR Korea,Korean,MUN,Song Hui,
10748,PYON Song Gyong,PYON SG,PYON Song Gyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,24/06/2001,,,,,Korean,PYON,Song Gyong,
10749,KIM Kum Yong,KIM KY,KIM Kum Yong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,17/08/2001,,,,,Korean,KIM,Kum Yong,
10750,RI Jong Sik,RI JS,RI Jong Sik,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,14/02/2000,,,,,Korean,RI,Jong Sik,
10751,CHOE Hyo Gyong,CHOE HG,CHOE Hyo Gyong,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,10/05/2000,,,,,Korean,CHOE,Hyo Gyong,
10752,PAK Sol Gum,PAK SG,PAK Sol Gum,Female,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,02/11/2005,,,,,Korean,PAK,Sol Gum,
10753,RI Se Ung,RI SU,RI Se Ung,Male,Athlete,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,Democratic People's Republic of Korea,PRK,22/12/1998,,,,,Korean,RI,Se Ung,
10754,THOMPSON Kishane,THOMPSON K,Kishane THOMPSON,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,17/07/2001,,Jamaica,KINGSTON,Jamaica,,THOMPSON,Kishane,JM
10755,BLADTCEVA Anzhela,BLADTCEVA A,Anzhela BLADTCEVA,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,23/07/2005,ST. PETERSBURG,Russian Federation,ST. PETERSBURG,Russian Federation,,BLADTCEVA,Anzhela,RU
